run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	sra_ftp	bam_ftp
SRR15012360	SAMN19982821	SRX11324786	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/060/SRR15012360/SRR15012360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/060/SRR15012360/SRR15012360_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/060/SRR15012360	
SRR15012361	SAMN19982749	SRX11324785	PRJNA742875	1131769	human nasopharyngeal metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/061/SRR15012361/SRR15012361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/061/SRR15012361/SRR15012361_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/061/SRR15012361	
SRR15012364	SAMN19982818	SRX11324782	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/064/SRR15012364/SRR15012364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/064/SRR15012364/SRR15012364_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/064/SRR15012364	
SRR15012365	SAMN19982817	SRX11324781	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/065/SRR15012365/SRR15012365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/065/SRR15012365/SRR15012365_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/065/SRR15012365	
SRR15012366	SAMN19982816	SRX11324780	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/066/SRR15012366/SRR15012366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/066/SRR15012366/SRR15012366_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/066/SRR15012366	
SRR15012369	SAMN19982813	SRX11324777	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/069/SRR15012369/SRR15012369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/069/SRR15012369/SRR15012369_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/069/SRR15012369	
SRR15012370	SAMN19982812	SRX11324776	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/070/SRR15012370/SRR15012370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/070/SRR15012370/SRR15012370_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/070/SRR15012370	
SRR15012374	SAMN19982809	SRX11324772	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/074/SRR15012374/SRR15012374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/074/SRR15012374/SRR15012374_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/074/SRR15012374	
SRR15012375	SAMN19982808	SRX11324771	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/075/SRR15012375/SRR15012375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/075/SRR15012375/SRR15012375_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/075/SRR15012375	
SRR15012382	SAMN19982801	SRX11324764	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/082/SRR15012382/SRR15012382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/082/SRR15012382/SRR15012382_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/082/SRR15012382	
SRR15012367	SAMN19982815	SRX11324779	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/067/SRR15012367/SRR15012367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/067/SRR15012367/SRR15012367_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/067/SRR15012367	
SRR15012371	SAMN19982811	SRX11324775	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/071/SRR15012371/SRR15012371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/071/SRR15012371/SRR15012371_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/071/SRR15012371	
SRR15012384	SAMN19982800	SRX11324762	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/084/SRR15012384/SRR15012384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/084/SRR15012384/SRR15012384_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/084/SRR15012384	
SRR15012373	SAMN19982810	SRX11324773	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/073/SRR15012373/SRR15012373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/073/SRR15012373/SRR15012373_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/073/SRR15012373	
SRR15012386	SAMN19982798	SRX11324760	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/086/SRR15012386/SRR15012386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/086/SRR15012386/SRR15012386_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/086/SRR15012386	
SRR15012378	SAMN19982805	SRX11324768	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/078/SRR15012378/SRR15012378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/078/SRR15012378/SRR15012378_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/078/SRR15012378	
SRR15012390	SAMN19982794	SRX11324756	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/090/SRR15012390/SRR15012390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/090/SRR15012390/SRR15012390_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/090/SRR15012390	
SRR15012388	SAMN19982796	SRX11324758	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/088/SRR15012388/SRR15012388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/088/SRR15012388/SRR15012388_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/088/SRR15012388	
SRR15012391	SAMN19982793	SRX11324755	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/091/SRR15012391/SRR15012391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/091/SRR15012391/SRR15012391_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/091/SRR15012391	
SRR15012392	SAMN19982792	SRX11324754	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/092/SRR15012392/SRR15012392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/092/SRR15012392/SRR15012392_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/092/SRR15012392	
SRR15012395	SAMN19982790	SRX11324751	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/095/SRR15012395/SRR15012395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/095/SRR15012395/SRR15012395_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/095/SRR15012395	
SRR15012393	SAMN19982791	SRX11324753	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/093/SRR15012393/SRR15012393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/093/SRR15012393/SRR15012393_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/093/SRR15012393	
SRR15012399	SAMN19982786	SRX11324747	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/099/SRR15012399/SRR15012399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/099/SRR15012399/SRR15012399_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/099/SRR15012399	
SRR15012397	SAMN19982788	SRX11324749	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/097/SRR15012397/SRR15012397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/097/SRR15012397/SRR15012397_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/097/SRR15012397	
SRR15012398	SAMN19982787	SRX11324748	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/098/SRR15012398/SRR15012398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/098/SRR15012398/SRR15012398_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/098/SRR15012398	
SRR15012407	SAMN19982897	SRX11324739	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/007/SRR15012407/SRR15012407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/007/SRR15012407/SRR15012407_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/007/SRR15012407	
SRR15012412	SAMN19982892	SRX11324734	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/012/SRR15012412/SRR15012412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/012/SRR15012412/SRR15012412_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/012/SRR15012412	
SRR15012413	SAMN19982891	SRX11324733	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/013/SRR15012413/SRR15012413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/013/SRR15012413/SRR15012413_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/013/SRR15012413	
SRR15012405	SAMN19982899	SRX11324741	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/005/SRR15012405/SRR15012405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/005/SRR15012405/SRR15012405_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/005/SRR15012405	
SRR15012419	SAMN19982886	SRX11324727	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/019/SRR15012419/SRR15012419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/019/SRR15012419/SRR15012419_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/019/SRR15012419	
SRR15012409	SAMN19982895	SRX11324737	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/009/SRR15012409/SRR15012409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/009/SRR15012409/SRR15012409_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/009/SRR15012409	
SRR15012428	SAMN19982878	SRX11324718	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/028/SRR15012428/SRR15012428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/028/SRR15012428/SRR15012428_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/028/SRR15012428	
SRR15012411	SAMN19982893	SRX11324735	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/011/SRR15012411/SRR15012411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/011/SRR15012411/SRR15012411_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/011/SRR15012411	
SRR15012437	SAMN19982745	SRX11324709	PRJNA742875	1131769	human nasopharyngeal metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/037/SRR15012437/SRR15012437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/037/SRR15012437/SRR15012437_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/037/SRR15012437	
SRR15012416	SAMN19982889	SRX11324730	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/016/SRR15012416/SRR15012416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/016/SRR15012416/SRR15012416_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/016/SRR15012416	
SRR15012421	SAMN19982884	SRX11324725	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/021/SRR15012421/SRR15012421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/021/SRR15012421/SRR15012421_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/021/SRR15012421	
SRR15012438	SAMN19982780	SRX11324708	PRJNA742875	1131769	human nasopharyngeal metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/038/SRR15012438/SRR15012438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/038/SRR15012438/SRR15012438_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/038/SRR15012438	
SRR15012422	SAMN19982883	SRX11324724	PRJNA742875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/022/SRR15012422/SRR15012422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/022/SRR15012422/SRR15012422_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/022/SRR15012422	
SRR15012439	SAMN19982779	SRX11324707	PRJNA742875	1131769	human nasopharyngeal metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/039/SRR15012439/SRR15012439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/039/SRR15012439/SRR15012439_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR150/039/SRR15012439	
