run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	sra_ftp	bam_ftp
SRR8534033	SAMN10843702	SRX5336745	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/003/SRR8534033/SRR8534033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/003/SRR8534033/SRR8534033_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/003/SRR8534033.lite	
SRR8534038	SAMN10843695	SRX5336740	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/008/SRR8534038/SRR8534038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/008/SRR8534038/SRR8534038_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/008/SRR8534038	
SRR8534039	SAMN10843698	SRX5336739	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/009/SRR8534039/SRR8534039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/009/SRR8534039/SRR8534039_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/009/SRR8534039	
SRR8534040	SAMN10843697	SRX5336738	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/000/SRR8534040/SRR8534040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/000/SRR8534040/SRR8534040_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/000/SRR8534040	
SRR8534041	SAMN10843700	SRX5336737	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/001/SRR8534041/SRR8534041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/001/SRR8534041/SRR8534041_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/001/SRR8534041	
SRR8534046	SAMN10843567	SRX5336732	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/006/SRR8534046/SRR8534046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/006/SRR8534046/SRR8534046_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/006/SRR8534046	
SRR8534049	SAMN10843560	SRX5336729	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/009/SRR8534049/SRR8534049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/009/SRR8534049/SRR8534049_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/009/SRR8534049	
SRR8534053	SAMN10843556	SRX5336725	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/003/SRR8534053/SRR8534053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/003/SRR8534053/SRR8534053_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/003/SRR8534053	
SRR8534055	SAMN10843625	SRX5336723	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/005/SRR8534055/SRR8534055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/005/SRR8534055/SRR8534055_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/005/SRR8534055	
SRR8534059	SAMN10843629	SRX5336719	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/009/SRR8534059/SRR8534059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/009/SRR8534059/SRR8534059_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/009/SRR8534059	
SRR8534064	SAMN10843632	SRX5336714	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/004/SRR8534064/SRR8534064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/004/SRR8534064/SRR8534064_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/004/SRR8534064	
SRR8534065	SAMN10843596	SRX5336713	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/005/SRR8534065/SRR8534065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/005/SRR8534065/SRR8534065_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/005/SRR8534065	
SRR8534066	SAMN10843687	SRX5336712	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/006/SRR8534066/SRR8534066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/006/SRR8534066/SRR8534066_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/006/SRR8534066	
SRR8534067	SAMN10843688	SRX5336711	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/007/SRR8534067/SRR8534067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/007/SRR8534067/SRR8534067_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/007/SRR8534067	
SRR8534073	SAMN10843686	SRX5336705	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/003/SRR8534073/SRR8534073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/003/SRR8534073/SRR8534073_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/003/SRR8534073	
SRR8534076	SAMN10843692	SRX5336702	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/006/SRR8534076/SRR8534076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/006/SRR8534076/SRR8534076_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/006/SRR8534076	
SRR8534077	SAMN10843589	SRX5336701	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/007/SRR8534077/SRR8534077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/007/SRR8534077/SRR8534077_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/007/SRR8534077	
SRR8534081	SAMN10843569	SRX5336697	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/001/SRR8534081/SRR8534081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/001/SRR8534081/SRR8534081_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/001/SRR8534081	
SRR8534083	SAMN10843516	SRX5336695	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/003/SRR8534083/SRR8534083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/003/SRR8534083/SRR8534083_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/003/SRR8534083	
SRR8534084	SAMN10843568	SRX5336694	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/004/SRR8534084/SRR8534084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/004/SRR8534084/SRR8534084_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/004/SRR8534084	
SRR8534086	SAMN10843566	SRX5336692	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/006/SRR8534086/SRR8534086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/006/SRR8534086/SRR8534086_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/006/SRR8534086	
SRR8534089	SAMN10843614	SRX5336689	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/009/SRR8534089/SRR8534089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/009/SRR8534089/SRR8534089_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/009/SRR8534089	
SRR8534093	SAMN10843618	SRX5336685	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/003/SRR8534093/SRR8534093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/003/SRR8534093/SRR8534093_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/003/SRR8534093	
SRR8534100	SAMN10843580	SRX5336678	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/000/SRR8534100/SRR8534100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/000/SRR8534100/SRR8534100_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/000/SRR8534100	
SRR8534101	SAMN10843676	SRX5336677	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/001/SRR8534101/SRR8534101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/001/SRR8534101/SRR8534101_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/001/SRR8534101	
SRR8534104	SAMN10843673	SRX5336674	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/004/SRR8534104/SRR8534104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/004/SRR8534104/SRR8534104_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/004/SRR8534104	
SRR8534113	SAMN10843541	SRX5336665	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/003/SRR8534113/SRR8534113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/003/SRR8534113/SRR8534113_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/003/SRR8534113	
SRR8534114	SAMN10843600	SRX5336664	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/004/SRR8534114/SRR8534114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/004/SRR8534114/SRR8534114_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/004/SRR8534114	
SRR8534117	SAMN10843534	SRX5336661	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/007/SRR8534117/SRR8534117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/007/SRR8534117/SRR8534117_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/007/SRR8534117	
SRR8534036	SAMN10843693	SRX5336742	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/006/SRR8534036/SRR8534036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/006/SRR8534036/SRR8534036_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/006/SRR8534036	
SRR8534119	SAMN10843540	SRX5336659	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/009/SRR8534119/SRR8534119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/009/SRR8534119/SRR8534119_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/009/SRR8534119	
SRR8534037	SAMN10843696	SRX5336741	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/007/SRR8534037/SRR8534037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/007/SRR8534037/SRR8534037_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/007/SRR8534037	
SRR8534122	SAMN10843537	SRX5336656	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/002/SRR8534122/SRR8534122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/002/SRR8534122/SRR8534122_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/002/SRR8534122	
SRR8534124	SAMN10843724	SRX5336654	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/004/SRR8534124/SRR8534124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/004/SRR8534124/SRR8534124_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/004/SRR8534124	
SRR8534043	SAMN10843586	SRX5336735	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/003/SRR8534043/SRR8534043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/003/SRR8534043/SRR8534043_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/003/SRR8534043	
SRR8534044	SAMN10843562	SRX5336734	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/004/SRR8534044/SRR8534044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/004/SRR8534044/SRR8534044_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/004/SRR8534044	
SRR8534126	SAMN10843726	SRX5336652	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/006/SRR8534126/SRR8534126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/006/SRR8534126/SRR8534126_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/006/SRR8534126	
SRR8534048	SAMN10843557	SRX5336730	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/008/SRR8534048/SRR8534048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/008/SRR8534048/SRR8534048_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/008/SRR8534048	
SRR8534127	SAMN10843599	SRX5336651	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/007/SRR8534127/SRR8534127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/007/SRR8534127/SRR8534127_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/007/SRR8534127	
SRR8534051	SAMN10843554	SRX5336727	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/001/SRR8534051/SRR8534051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/001/SRR8534051/SRR8534051_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/001/SRR8534051	
SRR8534128	SAMN10843725	SRX5336650	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/008/SRR8534128/SRR8534128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/008/SRR8534128/SRR8534128_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/008/SRR8534128	
SRR8534052	SAMN10843553	SRX5336726	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/002/SRR8534052/SRR8534052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/002/SRR8534052/SRR8534052_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/002/SRR8534052	
SRR8534129	SAMN10843728	SRX5336649	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/009/SRR8534129/SRR8534129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/009/SRR8534129/SRR8534129_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/009/SRR8534129	
SRR8534131	SAMN10843605	SRX5336647	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/001/SRR8534131/SRR8534131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/001/SRR8534131/SRR8534131_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/001/SRR8534131	
SRR8534056	SAMN10843626	SRX5336722	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/006/SRR8534056/SRR8534056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/006/SRR8534056/SRR8534056_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/006/SRR8534056	
SRR8534133	SAMN10843606	SRX5336645	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/003/SRR8534133/SRR8534133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/003/SRR8534133/SRR8534133_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/003/SRR8534133	
SRR8534069	SAMN10843690	SRX5336709	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/009/SRR8534069/SRR8534069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/009/SRR8534069/SRR8534069_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/009/SRR8534069	
SRR8534135	SAMN10843547	SRX5336643	PRJNA450340	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/005/SRR8534135/SRR8534135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR853/005/SRR8534135/SRR8534135_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR853/005/SRR8534135	
