run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	sra_ftp	bam_ftp
SRR14214866	SAMN18716714	SRX10581687	PRJNA721421	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/066/SRR14214866/SRR14214866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/066/SRR14214866/SRR14214866_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR142/066/SRR14214866	
SRR14214868	SAMN18716828	SRX10581685	PRJNA721421	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/068/SRR14214868/SRR14214868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/068/SRR14214868/SRR14214868_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR142/068/SRR14214868	
SRR14214871	SAMN18716825	SRX10581682	PRJNA721421	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/071/SRR14214871/SRR14214871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/071/SRR14214871/SRR14214871_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR142/071/SRR14214871	
SRR14214872	SAMN18716824	SRX10581681	PRJNA721421	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/072/SRR14214872/SRR14214872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/072/SRR14214872/SRR14214872_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR142/072/SRR14214872	
SRR14214874	SAMN18716822	SRX10581679	PRJNA721421	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/074/SRR14214874/SRR14214874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/074/SRR14214874/SRR14214874_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR142/074/SRR14214874	
SRR14214876	SAMN18716821	SRX10581677	PRJNA721421	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/076/SRR14214876/SRR14214876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/076/SRR14214876/SRR14214876_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR142/076/SRR14214876	
SRR14214879	SAMN18716818	SRX10581674	PRJNA721421	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/079/SRR14214879/SRR14214879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/079/SRR14214879/SRR14214879_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR142/079/SRR14214879	
SRR14214880	SAMN18716817	SRX10581673	PRJNA721421	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/080/SRR14214880/SRR14214880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/080/SRR14214880/SRR14214880_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR142/080/SRR14214880	
SRR14214882	SAMN18716815	SRX10581671	PRJNA721421	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/082/SRR14214882/SRR14214882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/082/SRR14214882/SRR14214882_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR142/082/SRR14214882	
SRR14214886	SAMN18716632	SRX10581667	PRJNA721421	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/086/SRR14214886/SRR14214886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/086/SRR14214886/SRR14214886_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR142/086/SRR14214886	
SRR14214889	SAMN18716810	SRX10581664	PRJNA721421	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/089/SRR14214889/SRR14214889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR142/089/SRR14214889/SRR14214889_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR142/089/SRR14214889	
