run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	sra_ftp	bam_ftp
SRR10983019	SAMN08516801	SRX7645495	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/019/SRR10983019/SRR10983019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/019/SRR10983019/SRR10983019_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/019/SRR10983019	
SRR10983023	SAMN08516735	SRX7645491	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/023/SRR10983023/SRR10983023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/023/SRR10983023/SRR10983023_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/023/SRR10983023	
SRR10983035	SAMN08516787	SRX7645479	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/035/SRR10983035/SRR10983035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/035/SRR10983035/SRR10983035_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/035/SRR10983035	
SRR10983039	SAMN08516783	SRX7645475	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/039/SRR10983039/SRR10983039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/039/SRR10983039/SRR10983039_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/039/SRR10983039	
SRR10983042	SAMN08516780	SRX7645472	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/042/SRR10983042/SRR10983042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/042/SRR10983042/SRR10983042_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/042/SRR10983042	
SRR10983047	SAMN08516776	SRX7645467	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/047/SRR10983047/SRR10983047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/047/SRR10983047/SRR10983047_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/047/SRR10983047	
SRR10983048	SAMN08516775	SRX7645466	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/048/SRR10983048/SRR10983048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/048/SRR10983048/SRR10983048_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/048/SRR10983048	
SRR10983054	SAMN08516769	SRX7645460	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/054/SRR10983054/SRR10983054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/054/SRR10983054/SRR10983054_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/054/SRR10983054	
SRR10983056	SAMN08516732	SRX7645458	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/056/SRR10983056/SRR10983056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/056/SRR10983056/SRR10983056_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/056/SRR10983056	
SRR10983063	SAMN08516761	SRX7645451	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/063/SRR10983063/SRR10983063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/063/SRR10983063/SRR10983063_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/063/SRR10983063	
SRR10983064	SAMN08516760	SRX7645450	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/064/SRR10983064/SRR10983064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/064/SRR10983064/SRR10983064_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/064/SRR10983064	
SRR10983065	SAMN08516759	SRX7645449	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/065/SRR10983065/SRR10983065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/065/SRR10983065/SRR10983065_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/065/SRR10983065	
SRR10983067	SAMN08516731	SRX7645447	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/067/SRR10983067/SRR10983067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/067/SRR10983067/SRR10983067_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/067/SRR10983067	
SRR10983071	SAMN08516754	SRX7645443	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/071/SRR10983071/SRR10983071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/071/SRR10983071/SRR10983071_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/071/SRR10983071	
SRR10983072	SAMN08516753	SRX7645442	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/072/SRR10983072/SRR10983072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/072/SRR10983072/SRR10983072_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/072/SRR10983072	
SRR10983074	SAMN08516751	SRX7645440	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/074/SRR10983074/SRR10983074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/074/SRR10983074/SRR10983074_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/074/SRR10983074	
SRR10983088	SAMN08516738	SRX7645426	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/088/SRR10983088/SRR10983088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/088/SRR10983088/SRR10983088_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/088/SRR10983088	
SRR10983012	SAMN08516736	SRX7645502	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/012/SRR10983012/SRR10983012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/012/SRR10983012/SRR10983012_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/012/SRR10983012	
SRR10983015	SAMN08516805	SRX7645499	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/015/SRR10983015/SRR10983015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/015/SRR10983015/SRR10983015_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/015/SRR10983015	
SRR10983016	SAMN08516804	SRX7645498	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/016/SRR10983016/SRR10983016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/016/SRR10983016/SRR10983016_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/016/SRR10983016	
SRR10983018	SAMN08516802	SRX7645496	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/018/SRR10983018/SRR10983018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/018/SRR10983018/SRR10983018_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/018/SRR10983018	
SRR10983020	SAMN08516800	SRX7645494	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/020/SRR10983020/SRR10983020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/020/SRR10983020/SRR10983020_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/020/SRR10983020	
SRR10983025	SAMN08516796	SRX7645489	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/025/SRR10983025/SRR10983025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/025/SRR10983025/SRR10983025_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/025/SRR10983025	
SRR10983027	SAMN08516794	SRX7645487	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/027/SRR10983027/SRR10983027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/027/SRR10983027/SRR10983027_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/027/SRR10983027	
SRR10983029	SAMN08516792	SRX7645485	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/029/SRR10983029/SRR10983029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/029/SRR10983029/SRR10983029_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/029/SRR10983029	
SRR10983031	SAMN08516790	SRX7645483	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/031/SRR10983031/SRR10983031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/031/SRR10983031/SRR10983031_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/031/SRR10983031	
SRR10983032	SAMN08516789	SRX7645482	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/032/SRR10983032/SRR10983032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/032/SRR10983032/SRR10983032_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/032/SRR10983032	
SRR10983033	SAMN08516788	SRX7645481	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/033/SRR10983033/SRR10983033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/033/SRR10983033/SRR10983033_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/033/SRR10983033	
SRR10983034	SAMN08516734	SRX7645480	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/034/SRR10983034/SRR10983034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/034/SRR10983034/SRR10983034_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/034/SRR10983034	
SRR10983037	SAMN08516785	SRX7645477	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/037/SRR10983037/SRR10983037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/037/SRR10983037/SRR10983037_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/037/SRR10983037	
SRR10983043	SAMN08516779	SRX7645471	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/043/SRR10983043/SRR10983043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/043/SRR10983043/SRR10983043_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/043/SRR10983043	
SRR10983046	SAMN08516777	SRX7645468	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/046/SRR10983046/SRR10983046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/046/SRR10983046/SRR10983046_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/046/SRR10983046	
SRR10983049	SAMN08516774	SRX7645465	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/049/SRR10983049/SRR10983049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/049/SRR10983049/SRR10983049_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/049/SRR10983049	
SRR10983050	SAMN08516773	SRX7645464	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/050/SRR10983050/SRR10983050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/050/SRR10983050/SRR10983050_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/050/SRR10983050	
SRR10983051	SAMN08516772	SRX7645463	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/051/SRR10983051/SRR10983051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/051/SRR10983051/SRR10983051_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/051/SRR10983051	
SRR10983052	SAMN08516771	SRX7645462	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/052/SRR10983052/SRR10983052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/052/SRR10983052/SRR10983052_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/052/SRR10983052	
SRR10983053	SAMN08516770	SRX7645461	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/053/SRR10983053/SRR10983053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/053/SRR10983053/SRR10983053_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/053/SRR10983053	
SRR10983055	SAMN08516768	SRX7645459	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/055/SRR10983055/SRR10983055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/055/SRR10983055/SRR10983055_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/055/SRR10983055	
SRR10983058	SAMN08516766	SRX7645456	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/058/SRR10983058/SRR10983058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/058/SRR10983058/SRR10983058_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/058/SRR10983058	
SRR10983062	SAMN08516762	SRX7645452	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/062/SRR10983062/SRR10983062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/062/SRR10983062/SRR10983062_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/062/SRR10983062	
SRR10983066	SAMN08516758	SRX7645448	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/066/SRR10983066/SRR10983066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/066/SRR10983066/SRR10983066_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/066/SRR10983066	
SRR10983069	SAMN08516756	SRX7645445	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/069/SRR10983069/SRR10983069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/069/SRR10983069/SRR10983069_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/069/SRR10983069	
SRR10983075	SAMN08516750	SRX7645439	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/075/SRR10983075/SRR10983075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/075/SRR10983075/SRR10983075_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/075/SRR10983075	
SRR10983076	SAMN08516749	SRX7645438	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/076/SRR10983076/SRR10983076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/076/SRR10983076/SRR10983076_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/076/SRR10983076	
SRR10983080	SAMN08516746	SRX7645434	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/080/SRR10983080/SRR10983080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/080/SRR10983080/SRR10983080_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/080/SRR10983080	
SRR10983081	SAMN08516745	SRX7645433	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/081/SRR10983081/SRR10983081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/081/SRR10983081/SRR10983081_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/081/SRR10983081	
SRR10983082	SAMN08516744	SRX7645432	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/082/SRR10983082/SRR10983082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/082/SRR10983082/SRR10983082_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/082/SRR10983082	
SRR10983084	SAMN08516742	SRX7645430	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/084/SRR10983084/SRR10983084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/084/SRR10983084/SRR10983084_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/084/SRR10983084	
SRR10983087	SAMN08516739	SRX7645427	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/087/SRR10983087/SRR10983087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/087/SRR10983087/SRR10983087_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/087/SRR10983087	
SRR10983090	SAMN08511838	SRX7645424	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/090/SRR10983090/SRR10983090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/090/SRR10983090/SRR10983090_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/090/SRR10983090	
SRR10983011	SAMN08516737	SRX7645503	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/011/SRR10983011/SRR10983011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/011/SRR10983011/SRR10983011_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/011/SRR10983011	
SRR10983013	SAMN08516807	SRX7645501	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/013/SRR10983013/SRR10983013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/013/SRR10983013/SRR10983013_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/013/SRR10983013	
SRR10983014	SAMN08516806	SRX7645500	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/014/SRR10983014/SRR10983014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/014/SRR10983014/SRR10983014_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/014/SRR10983014	
SRR10983017	SAMN08516803	SRX7645497	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/017/SRR10983017/SRR10983017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/017/SRR10983017/SRR10983017_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/017/SRR10983017	
SRR10983021	SAMN08516799	SRX7645493	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/021/SRR10983021/SRR10983021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/021/SRR10983021/SRR10983021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/021/SRR10983021	
SRR10983022	SAMN08516798	SRX7645492	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/022/SRR10983022/SRR10983022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/022/SRR10983022/SRR10983022_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/022/SRR10983022	
SRR10983024	SAMN08516797	SRX7645490	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/024/SRR10983024/SRR10983024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/024/SRR10983024/SRR10983024_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/024/SRR10983024	
SRR10983026	SAMN08516795	SRX7645488	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/026/SRR10983026/SRR10983026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/026/SRR10983026/SRR10983026_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/026/SRR10983026	
SRR10983028	SAMN08516793	SRX7645486	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/028/SRR10983028/SRR10983028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/028/SRR10983028/SRR10983028_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/028/SRR10983028	
SRR10983030	SAMN08516791	SRX7645484	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/030/SRR10983030/SRR10983030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/030/SRR10983030/SRR10983030_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/030/SRR10983030	
SRR10983036	SAMN08516786	SRX7645478	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/036/SRR10983036/SRR10983036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/036/SRR10983036/SRR10983036_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/036/SRR10983036	
SRR10983038	SAMN08516784	SRX7645476	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/038/SRR10983038/SRR10983038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/038/SRR10983038/SRR10983038_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/038/SRR10983038	
SRR10983040	SAMN08516782	SRX7645474	PRJNA433459	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/040/SRR10983040/SRR10983040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/040/SRR10983040/SRR10983040_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR109/040/SRR10983040	
