run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	sra_ftp	bam_ftp
SRR10403500	SAMN13221656	SRX7102906	PRJNA588035	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/000/SRR10403500/SRR10403500.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/000/SRR10403500	
SRR10403501	SAMN13221655	SRX7102905	PRJNA588035	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/001/SRR10403501/SRR10403501.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/001/SRR10403501	
SRR10403502	SAMN13221654	SRX7102904	PRJNA588035	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/002/SRR10403502/SRR10403502.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/002/SRR10403502	
SRR10403513	SAMN13221644	SRX7102893	PRJNA588035	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/013/SRR10403513/SRR10403513.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/013/SRR10403513	
SRR10403518	SAMN13221614	SRX7102888	PRJNA588035	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/018/SRR10403518/SRR10403518.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/018/SRR10403518	
SRR10403519	SAMN13221613	SRX7102887	PRJNA588035	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/019/SRR10403519/SRR10403519.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/019/SRR10403519	
SRR10403520	SAMN13221612	SRX7102886	PRJNA588035	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/020/SRR10403520/SRR10403520.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/020/SRR10403520	
SRR10403523	SAMN13221610	SRX7102883	PRJNA588035	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/023/SRR10403523/SRR10403523.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/023/SRR10403523	
SRR10403525	SAMN13221608	SRX7102881	PRJNA588035	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/025/SRR10403525/SRR10403525.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/025/SRR10403525	
SRR10403533	SAMN13221601	SRX7102873	PRJNA588035	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/033/SRR10403533/SRR10403533.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/033/SRR10403533	
SRR10403535	SAMN13221599	SRX7102871	PRJNA588035	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/035/SRR10403535/SRR10403535.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/035/SRR10403535	
