run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	sra_ftp	bam_ftp
SRR3501909	SAMN04992604	SRX1759618	PRJNA321051	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/009/SRR3501909/SRR3501909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/009/SRR3501909/SRR3501909_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR350/009/SRR3501909	
SRR3501918	SAMN04992663	SRX1759627	PRJNA321051	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/008/SRR3501918/SRR3501918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/008/SRR3501918/SRR3501918_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR350/008/SRR3501918	
SRR3501919	SAMN04992693	SRX1759628	PRJNA321051	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/009/SRR3501919/SRR3501919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/009/SRR3501919/SRR3501919_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR350/009/SRR3501919	
SRR3501920	SAMN04992674	SRX1759629	PRJNA321051	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/000/SRR3501920/SRR3501920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/000/SRR3501920/SRR3501920_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR350/000/SRR3501920	
SRR3501922	SAMN04992676	SRX1759631	PRJNA321051	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/002/SRR3501922/SRR3501922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/002/SRR3501922/SRR3501922_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR350/002/SRR3501922	
SRR3501924	SAMN04992670	SRX1759633	PRJNA321051	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/004/SRR3501924/SRR3501924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/004/SRR3501924/SRR3501924_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR350/004/SRR3501924	
SRR3501925	SAMN04992605	SRX1759634	PRJNA321051	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/005/SRR3501925/SRR3501925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/005/SRR3501925/SRR3501925_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR350/005/SRR3501925	
SRR3501928	SAMN04992682	SRX1759637	PRJNA321051	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/008/SRR3501928/SRR3501928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/008/SRR3501928/SRR3501928_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR350/008/SRR3501928	
SRR3501930	SAMN04992701	SRX1759639	PRJNA321051	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/000/SRR3501930/SRR3501930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/000/SRR3501930/SRR3501930_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR350/000/SRR3501930	
SRR3501933	SAMN04992669	SRX1759642	PRJNA321051	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/003/SRR3501933/SRR3501933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/003/SRR3501933/SRR3501933_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR350/003/SRR3501933	
