run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	sra_ftp	bam_ftp
SRR7811007	SAMN09988840	SRX4662821	PRJNA489760	1504969	human blood metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/007/SRR7811007/SRR7811007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/007/SRR7811007/SRR7811007_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR781/007/SRR7811007	
SRR7811011	SAMN09988901	SRX4662817	PRJNA489760	1504969	human blood metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/001/SRR7811011/SRR7811011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/001/SRR7811011/SRR7811011_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR781/001/SRR7811011	
SRR7811012	SAMN09988902	SRX4662816	PRJNA489760	1504969	human blood metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/002/SRR7811012/SRR7811012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/002/SRR7811012/SRR7811012_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR781/002/SRR7811012	
SRR7811013	SAMN09988903	SRX4662815	PRJNA489760	1504969	human blood metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/003/SRR7811013/SRR7811013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/003/SRR7811013/SRR7811013_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR781/003/SRR7811013	
SRR7811017	SAMN09988907	SRX4662811	PRJNA489760	1504969	human blood metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/007/SRR7811017/SRR7811017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/007/SRR7811017/SRR7811017_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR781/007/SRR7811017	
SRR7811019	SAMN09988834	SRX4662809	PRJNA489760	1504969	human blood metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/009/SRR7811019/SRR7811019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/009/SRR7811019/SRR7811019_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR781/009/SRR7811019	
SRR7811021	SAMN09988811	SRX4662807	PRJNA489760	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/001/SRR7811021/SRR7811021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/001/SRR7811021/SRR7811021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR781/001/SRR7811021	
SRR7811029	SAMN09988819	SRX4662799	PRJNA489760	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/009/SRR7811029/SRR7811029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/009/SRR7811029/SRR7811029_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR781/009/SRR7811029	
SRR7811032	SAMN09988757	SRX4662796	PRJNA489760	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/002/SRR7811032/SRR7811032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/002/SRR7811032/SRR7811032_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR781/002/SRR7811032	
SRR7811039	SAMN09988745	SRX4662789	PRJNA489760	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/009/SRR7811039/SRR7811039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/009/SRR7811039/SRR7811039_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR781/009/SRR7811039	
SRR7811040	SAMN09988760	SRX4662788	PRJNA489760	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/000/SRR7811040/SRR7811040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/000/SRR7811040/SRR7811040_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR781/000/SRR7811040	
